1980	United States	19877
1980	Former U.S.S.R.	13328
1980	Germany, West	2128
1980	Canada	1882.9
1980	United Kingdom	1702
1980	Netherlands	1493
1980	Romania	1251
1980	France	981.12133
1980	Italy	972.01006
1980	Japan	903
1980	Mexico	798.78999
1980	Venezuela	517
1980	China	505
1980	Germany, East	493
1980	Algeria	460
1980	Poland	418.02366
1980	Belgium	370.91345
1980	Argentina	359
1980	Hungary	344.4272
1980	Saudi Arabia	334
1980	Former Czechoslovakia	325
1980	Australia	321.79028
1980	Pakistan	286.05
1980	Indonesia	248.26445
1980	Kuwait	244
1980	Iran	232
1980	Austria	185.61564
1980	Qatar	184
1980	Bulgaria	180
1980	Libya	180
1980	Former Yugoslavia	127
1980	United Arab Emirates	105
1980	Bahrain	100
1980	Colombia	99
1980	Chile	85
1980	Trinidad and Tobago	81
1980	Iraq	62
1980	Brunei	60
1980	Spain	56
1980	Malaysia	56
1980	India	51
1980	Bangladesh	50
1980	Taiwan	43
1980	Brazil	42
1980	Peru	40
1980	New Zealand	39.41154
1980	Nigeria	37.79
1980	Switzerland	37
1980	Norway	34.99717
1980	Finland	32
1980	Ireland	32
1980	Egypt	30
1980	Oman	28
1980	Luxembourg	20
1980	Syria	17
1980	Bolivia	14
1980	Tunisia	12.71
1980	Burma (Myanmar)	11
1980	Albania	10
1980	Angola	9.18
1980	Israel	5
1980	Ecuador	3
1980	Gabon	2.47
1980	Morocco	2.47
1980	Afghanistan	2
1980	Cuba	0.59
1980	Congo (Brazzaville)	0.4
1980	Barbados	0.35
1981	United States	19404
1981	Former U.S.S.R.	14440
1981	Germany, West	2015
1981	Canada	1842.06572
1981	United Kingdom	1739.6169
1981	Netherlands	1421
1981	Romania	1267
1981	France	1002.55754
1981	Italy	942.48672
1981	Japan	924.61733
1981	Mexico	865.46471
1981	Venezuela	572
1981	Saudi Arabia	564
1981	Germany, East	498
1981	China	450
1981	Poland	412.12605
1981	Australia	367.77041
1981	Argentina	362
1981	Hungary	349.79508
1981	Algeria	346
1981	Belgium	341.17822
1981	Former Czechoslovakia	325
1981	Pakistan	315.6
1981	Indonesia	247.9113
1981	Bulgaria	166
1981	Austria	159.20002
1981	Qatar	157.15
1981	Former Yugoslavia	157
1981	Iran	155
1981	United Arab Emirates	134
1981	Bahrain	120
1981	Libya	110
1981	Colombia	106
1981	Kuwait	100
1981	Chile	85
1981	Trinidad and Tobago	81
1981	Nigeria	76
1981	Spain	65.93311
1981	India	64
1981	Brunei	62
1981	Malaysia	62
1981	Bangladesh	59.68
1981	Taiwan	53.04
1981	Egypt	50
1981	Peru	49
1981	Ireland	49
1981	New Zealand	46.93364
1981	Brazil	42
1981	Switzerland	40
1981	Thailand	40
1981	Norway	34.07898
1981	Oman	33
1981	Finland	26.45094
1981	Iraq	22.95
1981	Bolivia	21
1981	Luxembourg	15.18545
1981	Tunisia	13.95
1981	Burma (Myanmar)	12
1981	Albania	10.59
1981	Syria	8.83
1981	Angola	8.83
1981	Israel	5
1981	Morocco	3.18
1981	Afghanistan	3
1981	Gabon	2.12
1981	Ecuador	2
1981	Congo (Brazzaville)	0.6
1981	Barbados	0.35
1981	Vietnam	0.35
1981	Cuba	0.31
1982	United States	18001
1982	Former U.S.S.R.	15522
1982	Canada	1859.40538
1982	Germany, West	1844
1982	United Kingdom	1742.72462
1982	Netherlands	1511
1982	Romania	1411
1982	France	978.96712
1982	Japan	955.83579
1982	Italy	944.35842
1982	Mexico	942.55735
1982	Venezuela	600
1982	Algeria	553
1982	Germany, East	490
1982	Argentina	456
1982	Saudi Arabia	430
1982	Australia	407.42916
1982	Poland	401.74344
1982	China	381
1982	Hungary	367.87636
1982	Pakistan	354
1982	Former Czechoslovakia	341
